order_id,timestamp,hour,am_pm,ticket_id,unit_price,product_count,total_sale,tvm,tvm_name,tvm_station_sort,tvm_station,tvm_sort_name,payment_type,cc_last_4,faregate_name,gate_station,scan_time,faregate,ridership,date
594,2025-10-27 06:03:01,6,AM,2025532207,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Visa,6734, FG48002,152th/CORAL REEF,2025-10-27 06:04:03,U20150636,1,2025-10-27
595,2025-10-27 06:08:40,6,AM,2025686852,2.25,1,2.25,F0115352,TVM95002,TVM95,264th/BAUER,TVM95-264th/BAUER,Cash,0, FG96002,264th/BAUER,2025-10-27 06:10:11,U20150629,1,2025-10-27
596,2025-10-27 06:12:48,6,AM,2025804203,2.25,1,2.25,F0115353,TVM93002,TVM93,112th/ALLAPATTAH,TVM93-112th/ALLAPATTAH,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
597,2025-10-27 06:14:00,6,AM,2025183718,2.25,4,9.0,F0115354,TVM49001,TVM49,244th,TVM49-244th,Visa,4812,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
597,2025-10-27 06:14:00,6,AM,2025606147,2.25,4,9.0,F0115354,TVM49001,TVM49,244th,TVM49-244th,Visa,4812,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
597,2025-10-27 06:14:00,6,AM,2025850509,2.25,4,9.0,F0115354,TVM49001,TVM49,244th,TVM49-244th,Visa,4812,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
597,2025-10-27 06:14:00,6,AM,2025953289,2.25,4,9.0,F0115354,TVM49001,TVM49,244th,TVM49-244th,Visa,4812,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
598,2025-10-27 06:16:42,6,AM,2025252216,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Visa,5992, FG48002,152th/CORAL REEF,2025-10-27 06:17:58,U20150636,1,2025-10-27
599,2025-10-27 06:17:38,6,AM,2025501224,2.25,1,2.25,F0115368,TVM89002,TVM89,168th/RICHMOND,TVM89-168th/RICHMOND,Visa,9199,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
600,2025-10-27 06:18:40,6,AM,2025057288,2.25,1,2.25,F0115353,TVM93002,TVM93,112th/ALLAPATTAH,TVM93-112th/ALLAPATTAH,Cash,0, FG50002,112th/ALLAPATTAH,2025-10-27 06:20:05,U20150632,1,2025-10-27
601,2025-10-27 06:23:38,6,AM,2025893444,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Visa,4981, FG48002,152th/CORAL REEF,2025-10-27 06:24:58,U20150636,1,2025-10-27
602,2025-10-27 06:23:30,6,AM,2025787058,2.25,1,2.25,F0115351,TVM50001,TVM50,264th/BAUER,TVM50-264th/BAUER,Cash,0, FG52001,264th/BAUER,2025-10-27 06:24:14,U20150643,1,2025-10-27
603,2025-10-27 06:26:13,6,AM,2025377966,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-27 06:27:42,U20150636,1,2025-10-27
604,2025-10-27 06:27:40,6,AM,2025054565,2.25,2,4.5,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Visa,9024,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
604,2025-10-27 06:27:40,6,AM,2025129401,2.25,2,4.5,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Visa,9024, FG50002,112th/ALLAPATTAH,2025-10-27 06:29:19,U20150632,1,2025-10-27
605,2025-10-27 06:34:25,6,AM,2025181658,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-27 06:35:13,U20150636,1,2025-10-27
606,2025-10-27 06:37:49,6,AM,2025992440,2.25,1,2.25,F0115354,TVM49001,TVM49,244th,TVM49-244th,Cash,0, FG51002,244th,2025-10-27 06:38:47,U20150630,1,2025-10-27
607,2025-10-27 06:42:36,6,AM,2025917045,2.25,1,2.25,F0115351,TVM50001,TVM50,264th/BAUER,TVM50-264th/BAUER,DISCOVER,8805, FG52001,264th/BAUER,2025-10-27 06:43:35,U20150643,1,2025-10-27
608,2025-10-27 06:46:56,6,AM,2025082818,2.25,1,2.25,F0115343,TVM96002,TVM96,296th/AVACADO,TVM96-296th/AVACADO,Cash,0, FG45001,296th/AVACADO,2025-10-27 06:47:36,U20150642,1,2025-10-27
609,2025-10-27 06:52:19,6,AM,2025335277,2.25,1,2.25,F0115368,TVM89002,TVM89,168th/RICHMOND,TVM89-168th/RICHMOND,Visa,8595,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
610,2025-10-27 06:55:18,6,AM,2025575430,2.25,1,2.25,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Cash,0, FG94002,200th/CARIBBEAN,2025-10-27 06:56:17,U20150633,1,2025-10-27
611,2025-10-27 06:56:00,6,AM,2025558713,2.25,1,2.25,F0115349,TVM46001,TVM46,MARLIN,TVM46-MARLIN,American Express,8030, FG51001,MARLIN,2025-10-27 06:56:41,U20150645,1,2025-10-27
612,2025-10-27 06:56:57,6,AM,2025310181,2.25,1,2.25,F0115351,TVM50001,TVM50,264th/BAUER,TVM50-264th/BAUER,Cash,0, FG52001,264th/BAUER,2025-10-27 06:57:44,U20150643,1,2025-10-27
613,2025-10-27 06:57:54,6,AM,2025554265,2.25,1,2.25,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Cash,0, FG94002,200th/CARIBBEAN,2025-10-27 06:58:26,U20150633,1,2025-10-27
614,2025-10-27 07:00:06,7,AM,2025238377,2.25,1,2.25,F0115355,TVM92002,TVM92,200th/CARIBBEAN,TVM92-200th/CARIBBEAN,Cash,0, FG94002,200th/CARIBBEAN,2025-10-27 07:00:01,U20150633,1,2025-10-27
615,2025-10-27 06:59:31,6,AM,2025779509,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,MASTERCARD,3082, FG48002,152th/CORAL REEF,2025-10-27 07:00:25,U20150636,1,2025-10-27
616,2025-10-27 07:01:09,7,AM,2025819335,2.25,2,4.5,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,MASTERCARD,8106, FG48002,152th/CORAL REEF,2025-10-27 07:02:23,U20150636,1,2025-10-27
616,2025-10-27 07:01:09,7,AM,2025982374,2.25,2,4.5,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,MASTERCARD,8106, FG48002,152th/CORAL REEF,2025-10-27 07:02:30,U20150636,1,2025-10-27
617,2025-10-27 07:02:53,7,AM,2025786727,2.25,1,2.25,F0115352,TVM95002,TVM95,264th/BAUER,TVM95-264th/BAUER,Cash,0, FG96002,264th/BAUER,2025-10-27 07:03:50,U20150629,1,2025-10-27
618,2025-10-27 07:09:52,7,AM,2025893780,2.25,1,2.25,F0115354,TVM49001,TVM49,244th,TVM49-244th,Cash,0, FG44001,244th,2025-10-27 07:11:29,U20150644,1,2025-10-27
619,2025-10-27 07:10:41,7,AM,2025008452,2.25,1,2.25,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Cash,0, FG94002,200th/CARIBBEAN,2025-10-27 07:11:20,U20150633,1,2025-10-27
620,2025-10-27 07:11:05,7,AM,2025984012,2.25,1,2.25,F0115367,TVM41001,TVM41,104TH,TVM41-104TH,Cash,0, FG40001,104TH,2025-10-27 07:11:54,U20150652,1,2025-10-27
621,2025-10-27 07:15:17,7,AM,2025144659,2.25,1,2.25,F0115367,TVM41001,TVM41,104TH,TVM41-104TH,Cash,0, FG40001,104TH,2025-10-27 07:16:00,U20150652,1,2025-10-27
622,2025-10-27 07:19:27,7,AM,2025446697,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-27 07:20:33,U20150636,1,2025-10-27
623,2025-10-27 07:22:01,7,AM,2025078515,2.25,1,2.25,F0115367,TVM41001,TVM41,104TH,TVM41-104TH,Cash,0, FG40001,104TH,2025-10-27 07:22:39,U20150652,1,2025-10-27
624,2025-10-27 07:21:56,7,AM,2025626879,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-27 07:23:40,U20150636,1,2025-10-27
625,2025-10-27 07:23:32,7,AM,2025045391,2.25,1,2.25,F0115366,TVM45001,TVM45,184th/EUREKA,TVM45-184th/EUREKA,MASTERCARD,3601, FG42001,184th/EUREKA,2025-10-27 07:24:28,U20150648,1,2025-10-27
626,2025-10-27 07:26:13,7,AM,2025415315,2.25,1,2.25,F0115367,TVM41001,TVM41,104TH,TVM41-104TH,Cash,0, FG40001,104TH,2025-10-27 07:26:46,U20150652,1,2025-10-27
627,2025-10-27 07:37:21,7,AM,2025478139,2.25,1,2.25,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Cash,0, FG94002,200th/CARIBBEAN,2025-10-27 07:37:50,U20150633,1,2025-10-27
628,2025-10-27 07:42:45,7,AM,2025199871,2.25,1,2.25,F0115354,TVM49001,TVM49,244th,TVM49-244th,Visa,7626, FG44001,244th,2025-10-27 07:44:01,U20150644,1,2025-10-27
629,2025-10-27 07:44:24,7,AM,2025932719,2.25,1,2.25,F0115355,TVM92002,TVM92,200th/CARIBBEAN,TVM92-200th/CARIBBEAN,Cash,0, FG94002,200th/CARIBBEAN,2025-10-27 07:44:23,U20150633,1,2025-10-27
630,2025-10-27 07:43:31,7,AM,2025851309,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-27 07:44:50,U20150636,1,2025-10-27
631,2025-10-27 07:48:27,7,AM,2025873203,2.25,1,2.25,F0115342,TVM97002,TVM97,312th/CAMPBELL,TVM97-312th/CAMPBELL,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
632,2025-10-27 07:52:12,7,AM,2025176408,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG43001,112th/ALLAPATTAH,2025-10-27 07:52:48,U20150646,1,2025-10-27
633,2025-10-27 07:52:37,7,AM,2025215676,2.25,1,2.25,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Cash,0, FG94002,200th/CARIBBEAN,2025-10-27 07:53:05,U20150633,1,2025-10-27
634,2025-10-27 07:52:07,7,AM,2025628606,2.25,1,2.25,F0115368,TVM89002,TVM89,168th/RICHMOND,TVM89-168th/RICHMOND,Cash,0, FG93002,168th/RICHMOND,2025-10-27 07:53:19,U20150635,1,2025-10-27
635,2025-10-27 07:54:11,7,AM,2025313781,2.25,3,6.75,F0115353,TVM93002,TVM93,112th/ALLAPATTAH,TVM93-112th/ALLAPATTAH,Visa,907, FG50002,112th/ALLAPATTAH,2025-10-27 07:55:17,U20150632,1,2025-10-27
635,2025-10-27 07:54:11,7,AM,2025398019,2.25,3,6.75,F0115353,TVM93002,TVM93,112th/ALLAPATTAH,TVM93-112th/ALLAPATTAH,Visa,907, FG50002,112th/ALLAPATTAH,2025-10-27 07:55:12,U20150632,1,2025-10-27
635,2025-10-27 07:54:11,7,AM,2025398603,2.25,3,6.75,F0115353,TVM93002,TVM93,112th/ALLAPATTAH,TVM93-112th/ALLAPATTAH,Visa,907, FG43001,112th/ALLAPATTAH,2025-10-27 07:55:14,U20150646,1,2025-10-27
636,2025-10-27 07:59:02,7,AM,2025110340,2.25,1,2.25,F0115369,TVM87002,TVM87,136th/HOWARD,TVM87-136th/HOWARD,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
637,2025-10-27 07:59:49,7,AM,2025463847,2.25,1,2.25,F0115353,TVM93002,TVM93,112th/ALLAPATTAH,TVM93-112th/ALLAPATTAH,Cash,0, FG50002,112th/ALLAPATTAH,2025-10-27 08:00:18,U20150632,1,2025-10-27
638,2025-10-27 08:17:56,8,AM,2025385823,2.25,1,2.25,F0115353,TVM93002,TVM93,112th/ALLAPATTAH,TVM93-112th/ALLAPATTAH,Cash,0, FG50002,112th/ALLAPATTAH,2025-10-27 08:18:46,U20150632,1,2025-10-27
639,2025-10-27 08:31:24,8,AM,2025253919,2.25,1,2.25,F0115371,TVM43001,TVM43,152th/CORAL REEF,TVM43-152th/CORAL REEF,Visa,4502, FG48002,152th/CORAL REEF,2025-10-27 08:32:26,U20150636,1,2025-10-27
640,2025-10-27 08:33:05,8,AM,2025029190,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-27 08:34:38,U20150636,1,2025-10-27
641,2025-10-27 08:33:17,8,AM,2025011579,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG43001,112th/ALLAPATTAH,2025-10-27 08:34:00,U20150646,1,2025-10-27
642,2025-10-27 08:34:31,8,AM,2025206044,2.25,1,2.25,F0115371,TVM43001,TVM43,152th/CORAL REEF,TVM43-152th/CORAL REEF,Visa,106, FG48002,152th/CORAL REEF,2025-10-27 08:35:21,U20150636,1,2025-10-27
643,2025-10-27 08:37:01,8,AM,2025934487,2.25,1,2.25,F0115353,TVM93002,TVM93,112th/ALLAPATTAH,TVM93-112th/ALLAPATTAH,Cash,0, FG50002,112th/ALLAPATTAH,2025-10-27 08:38:00,U20150632,1,2025-10-27
644,2025-10-27 08:36:58,8,AM,2025959977,2.25,1,2.25,F0115357,TVM54002,TVM54,177th/KROME,TVM54-177th/KROME,Cash,0, FG98002,177th/KROME,2025-10-27 08:38:09,U20150625,1,2025-10-27
645,2025-10-27 08:39:04,8,AM,2025140418,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG43001,112th/ALLAPATTAH,2025-10-27 08:40:17,U20150646,1,2025-10-27
646,2025-10-27 08:43:38,8,AM,2025195109,2.25,1,2.25,F0115355,TVM92002,TVM92,200th/CARIBBEAN,TVM92-200th/CARIBBEAN,Cash,0,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
647,2025-10-27 08:47:45,8,AM,2025907131,2.25,1,2.25,F0115350,TVM47001,TVM47,200th/CARIBBEAN,TVM47-200th/CARIBBEAN,Cash,0, FG50001,200th/CARIBBEAN,2025-10-27 08:48:48,U20150647,1,2025-10-27
648,2025-10-27 09:00:34,9,AM,2025550358,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG43001,112th/ALLAPATTAH,2025-10-27 09:01:06,U20150646,1,2025-10-27
649,2025-10-27 09:01:20,9,AM,2025198890,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG43001,112th/ALLAPATTAH,2025-10-27 09:02:34,U20150646,1,2025-10-27
650,2025-10-27 09:01:38,9,AM,2025635617,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-27 09:03:17,U20150636,1,2025-10-27
651,2025-10-27 09:06:49,9,AM,2025810456,2.25,1,2.25,F0115344,TVM44001,TVM44,168th/RICHMOND,TVM44-168th/RICHMOND,Cash,0, FG49001,168th/RICHMOND,2025-10-27 09:07:51,U20150649,1,2025-10-27
652,2025-10-27 09:12:02,9,AM,2025556154,2.25,1,2.25,F0115372,TVM86002,TVM86,104TH,TVM86-104TH,Cash,0, FG47002,104TH,2025-10-27 09:13:26,U20150638,1,2025-10-27
653,2025-10-27 09:31:08,9,AM,2025533410,2.25,1,2.25,F0115346,TVM48001,TVM48,112th/ALLAPATTAH,TVM48-112th/ALLAPATTAH,Cash,0, FG43001,112th/ALLAPATTAH,2025-10-27 09:31:40,U20150646,1,2025-10-27
654,2025-10-27 09:37:31,9,AM,2025994448,2.25,1,2.25,F0115358,TVM52001,TVM52,312th/CAMPBELL,TVM52-312th/CAMPBELL,MASTERCARD,1170, FG53001,312th/CAMPBELL,2025-10-27 09:41:29,U20150641,1,2025-10-27
655,2025-10-27 09:44:07,9,AM,2025804899,2.25,1,2.25,F0115342,TVM97002,TVM97,312th/CAMPBELL,TVM97-312th/CAMPBELL,MASTERCARD,1170, FG97002,312th/CAMPBELL,2025-10-27 09:46:11,U20150627,1,2025-10-27
656,2025-10-27 09:48:59,9,AM,2025059835,2.25,1,2.25,F0115367,TVM41001,TVM41,104TH,TVM41-104TH,Cash,0, FG40001,104TH,2025-10-27 09:49:49,U20150652,1,2025-10-27
657,2025-10-27 09:54:00,9,AM,2025435075,2.25,1,2.25,F0115374,TVM88002,TVM88,152th/CORAL REEF,TVM88-152th/CORAL REEF,Cash,0, FG48002,152th/CORAL REEF,2025-10-27 09:54:23,U20150636,1,2025-10-27
658,2025-10-27 10:03:29,10,AM,2025154630,2.25,1,2.25,F0115359,TVM53001,TVM53,CIVIC,TVM53-CIVIC,Visa,4444, FG46001,CIVIC,2025-10-27 10:04:25,U20150640,1,2025-10-27
659,2025-10-27 10:05:26,10,AM,2025348101,2.25,2,4.5,F0115356,TVM90002,TVM90,184th/EUREKA,TVM90-184th/EUREKA,Visa,3952,Not Scanned,Not Scanned,Not Scanned,Not Scanned,0,2025-10-27
659,2025-10-27 10:05:26,10,AM,2025790591,2.25,2,4.5,F0115356,TVM90002,TVM90,184th/EUREKA,TVM90-184th/EUREKA,Visa,3952, FG49002,184th/EUREKA,2025-10-27 10:08:25,U20150634,1,2025-10-27
